epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
121,6330.88,0.46981,0.75126,0.27,0.83258,0,0.98937,0.98472,0.99216,0.81346,0.98937,0.98472,0.99208,0.76174,0.66466,1.12041,0.30518,0.94154,0,0.000231088,0.000231088,0.000231088
122,6448.55,0.46933,0.7586,0.2685,0.83124,0,0.98738,0.98601,0.99179,0.81453,0.98851,0.9864,0.98999,0.75924,0.66199,1.11734,0.30191,0.93908,0,0.000223755,0.000223755,0.000223755
123,6475.38,0.46022,0.75662,0.26276,0.8257,0,0.98961,0.97866,0.99085,0.8134,0.98961,0.97866,0.98898,0.76096,0.66281,1.11208,0.30223,0.9349,0,0.000216423,0.000216423,0.000216423
124,6501.61,0.46623,0.75922,0.26666,0.83025,0,0.98738,0.98418,0.9905,0.81401,0.98738,0.98418,0.98864,0.76414,0.66507,1.13221,0.30363,0.93492,0,0.00020909,0.00020909,0.00020909
125,6539.75,0.46091,0.73878,0.263,0.82681,0,0.98789,0.98642,0.99092,0.81399,0.98789,0.98642,0.98915,0.7612,0.65578,1.11518,0.29701,0.93365,0,0.000201758,0.000201758,0.000201758
126,6565.77,0.46839,0.75703,0.27017,0.83038,0,0.98706,0.98919,0.99066,0.8145,0.98652,0.98892,0.99043,0.76608,0.66186,1.11559,0.29676,0.93883,0,0.000194425,0.000194425,0.000194425
127,6591.38,0.46306,0.76474,0.26584,0.82744,0,0.9936,0.9824,0.9905,0.81356,0.9936,0.9824,0.98858,0.75669,0.6621,1.11975,0.30309,0.94241,0,0.000187092,0.000187092,0.000187092
128,6717.06,0.45617,0.74311,0.26334,0.82637,0,0.99029,0.98682,0.99099,0.81326,0.99014,0.98622,0.98906,0.76217,0.65551,1.11999,0.30026,0.93237,0,0.00017976,0.00017976,0.00017976
129,6742.33,0.45031,0.73839,0.25692,0.82564,0,0.99031,0.98862,0.9913,0.81537,0.99108,0.98599,0.98936,0.76296,0.65579,1.11896,0.29512,0.93257,0,0.000172427,0.000172427,0.000172427
130,6768.96,0.45388,0.73293,0.26219,0.82454,0,0.98946,0.98955,0.99131,0.81245,0.9889,0.98878,0.99086,0.76428,0.66316,1.12769,0.29712,0.93624,0,0.000165095,0.000165095,0.000165095
131,6797.05,0.45047,0.74214,0.26199,0.82791,0,0.98856,0.98827,0.99097,0.81248,0.98909,0.98704,0.98906,0.75921,0.66055,1.13409,0.29754,0.93935,0,0.000157762,0.000157762,0.000157762
132,6823.37,0.44853,0.73096,0.26009,0.82435,0,0.98823,0.98311,0.99054,0.81128,0.98481,0.98681,0.98867,0.76221,0.66002,1.12862,0.29478,0.93833,0,0.000150429,0.000150429,0.000150429
133,7072.75,0.43113,0.71475,0.2503,0.82415,0,0.99099,0.9808,0.9908,0.81206,0.9832,0.98968,0.98888,0.75808,0.65739,1.13908,0.29691,0.93845,0,0.000143097,0.000143097,0.000143097
134,7144.47,0.44856,0.73177,0.2613,0.82759,0,0.99226,0.98069,0.9912,0.80883,0.99226,0.98069,0.98927,0.75909,0.66387,1.1533,0.29695,0.94088,0,0.000135764,0.000135764,0.000135764
135,7170.27,0.43944,0.73423,0.25788,0.82501,0,0.98761,0.98435,0.99112,0.81257,0.98761,0.98435,0.98921,0.76038,0.66282,1.16288,0.2961,0.9434,0,0.000128432,0.000128432,0.000128432
136,7196.86,0.44181,0.73747,0.25405,0.82375,0,0.99143,0.98034,0.99049,0.81495,0.99143,0.98034,0.98873,0.76254,0.65943,1.15622,0.29314,0.94184,0,0.000121099,0.000121099,0.000121099
137,7242.15,0.43939,0.71902,0.25692,0.82225,0,0.98326,0.98671,0.99076,0.81391,0.98326,0.98671,0.989,0.76232,0.66006,1.15125,0.29791,0.94082,0,0.000113766,0.000113766,0.000113766
138,7493.64,0.44082,0.71693,0.25714,0.82251,0,0.98654,0.98417,0.99078,0.81279,0.9874,0.98412,0.98899,0.76082,0.65858,1.14903,0.29877,0.94011,0,0.000106434,0.000106434,0.000106434
139,7541.76,0.43079,0.73278,0.25083,0.82255,0,0.98899,0.98389,0.99044,0.80782,0.98899,0.98389,0.98884,0.76059,0.66186,1.16171,0.29948,0.94435,0,9.91012e-05,9.91012e-05,9.91012e-05
